input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000064,0.000017,0.000012,0.000017,0.000015
1000,0.003918,0.001123,0.000102,0.001535,0.000148
10000,0.708526,0.107839,0.001255,0.140788,0.001863
100000,55.116638,10.568688,0.015922,14.654282,0.019536
1000000,4765.485324,927.349223,0.178258,1471.493234,0.149361
