input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000055,0.000023,0.000008,0.000019,0.000007
1000,0.003664,0.001279,0.000097,0.001598,0.000097
10000,0.242819,0.075438,0.001253,0.155519,0.001221
100000,27.958528,5.905771,0.01282,16.149545,0.014932
1000000,2877.705246,598.174615,0.100285,1635.73018,0.167156
10000000,0.0,0.0,0.0,0.0,2.005926
