input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000041,0.000018,0.00001,0.000035,0.000007
1000,0.003865,0.001318,0.000135,0.002241,0.000086
10000,0.478843,0.123532,0.001527,0.224855,0.00122
100000,52.12027,12.367957,0.014908,22.617591,0.014198
1000000,5310.358373,1263.240426,0.177847,2266.72794,0.163752
10000000,,,,,1.953103
