input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000044,0.000018,0.000009,0.000027,0.000007
1000,0.004107,0.002830,0.000100,0.003256,0.000091
10000,0.487467,0.159157,0.001294,0.268594,0.001215
100000,54.201587,12.316042,0.015231,26.277890,0.014263
1000000,5790.283282,2632.438741,0.208416,3685.053588,0.172842
