input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000093,0.00003,0.000005,0.000015,0.000008
1000,0.008763,0.000845,0.000068,0.001282,0.000088
10000,0.448854,0.0345,0.000871,0.127791,0.001172
100000,32.974658,8.357854,0.007164,12.673642,0.014773
1000000,3487.576423,765.449814,0.088153,5540.554166,0.164122
10000000,,,,,1.937918
