input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000045,0.000016,0.000013,0.000029,0.000021
1000,0.004087,0.001212,0.000135,0.002544,0.000162
10000,0.514293,0.212673,0.001627,0.093719,0.001615
100000,55.643319,11.132514,0.016448,7.295908,0.02069
1000000,5500.643319,2110.132514,0.255941,869.257454,0.141928
10000000,,,,,1.154716
