input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000046,0.000017,0.000009,0.000020,0.000007
1000,0.004028,0.001371,0.000099,0.001448,0.000093
10000,0.485724,0.137767,0.001134,0.156928,0.001173
100000,50.628389,13.393501,0.014789,14.916442,0.014553
1000000,6208.160529,1467.757071,0.172084,1493.977764,0.162066
10000000,,,,,1.930281
