input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000044,0.000017,0.000010,0.000036,0.000006
1000,0.003789,0.002445,0.000102,0.002078,0.000090
10000,0.498100,0.113118,0.001288,0.213391,0.001073
100000,52.661977,11.076875,0.015208,21.049625,0.14983
1000000,5121.693364,1146.374455,0.182351,2226.782562,0.164317
10000000,,,,,1.911302
