input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000051,0.000024,0.00001,0.000022,0.000006
1000,0.003955,0.001291,0.000139,0.002486,0.000098
10000,0.475453,0.104911,0.001209,0.208066,0.001160
100000,50.961437,10.565257,0.013781,19.505748,0.013672
1000000,5194.635057,1103.185103,2.03012,1956.298598,0.164032
10000000,,,,,1.951070
