input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000044,0.000018,0.00001,0.000026,0.000011
1000,0.003962,0.001392,0.000105,0.002237,0.000168
10000,1.025633,0.486256,0.001295,0.155246,0.001784
100000,64.183091,15.370259,0.028353,15.914507,0.018834
1000000,5743.988654,1464.577293,0.286438,1650.892848,0.146185
10000000,,,,,1.747347
