input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000044,0.000018,0.000010,0.000017,0.000008
1000,0.003901,0.001207,0.000119,0.001890,0.000094
10000,0.484963,0.120588,0.001225,0.152926,0.001143
100000,52.294060,11.614014,0.015798,14.700326,0.015311
1000000,5253.410835,1193.592548,0.0176748,1495.344298,0.183176
10000000,,,,,2.179763
