input size,bubble,selection,csort,insertion,qsort_beginner
100,0.00006,0.000018,0.00001,0.000018,0.00001
1000,0.004968,0.0012,0.000097,0.001684,0.000114
10000,0.47957,0.11683,0.00119,0.171994,0.0015
100000,50.221613,11.476254,0.14041,16.941728,0.015296
1000000,17881.14634,14023.56855,0.166305,4705.747296,0.171521
