input size,bubble,selection,csort,insertion,"qsort_beginner"
100,0.000029,0.000029,0.000010,0.000018,0.000006
1000,0.003864,0.001349,0.000106,0.001724,0.000094
10000,0.489966,0.120960,0.001261,0.160238,0.001244
100000,51.391357,12.175956,0.016009,15.821782,0.014907
1000000,5233.654821,1236.785823,0.172779,1493.873925,0.171629
10000000,,,,,2.009447
