input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000091,0.000019,0.000010,0.000018,0.000008
1000,0.003832,0.001266,0.000100,0.001622,0.000089
10000,0.474133,0.118896,0.001182,0.165062,0.001428
100000,50.554722,11.830111,0.013766,15.537376,0.015029
1000000,5413.391667,1243.582033,0.163662,1683.652111,0.175482
10000000,,,,,1.985318
