input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000089,0.000028,0.000009,0.000030,0.00008
1000,0.004758,0.001513,0.000137,0.001528,0.000088
10000,0.247994,0.086911,0.001836,0.094022,0.001109
100000,27.016319,5.793332,0.017982,7.769810,0.013799
1000000,2710.398472,582.973592,0.10803,765.671766,0.1728974
10000000,,,,1.901959
