input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000051,0.000018,0.00001,0.000024,0.000089
1000,0.003898,0.001297,0.000143,0.002673,0.001150
10000,0.489655,0.114626,0.001103,0.234675,0.013579
100000,51.394853,11.808981,0.014653,19.654322,0.163758
1000000,2894.345399,1206.570888,2.04897,2031.298746,0.180829
10000000,,,,,1.907739
