input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000063,0.000018,0.000010,0.000024,0.000007
1000,0.004380,0.001320,0.000104,0.002251,0.000084
10000,0.501615,0.132744,0.001545,0.241014,0.001132
100000,55.157404,12.249940,0.015133,23.072628,0.014144
1000000,5423.372844,1300.253382,0.204513,2336.903514,0.166406
10000000,,,,,1.950827
