input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000044,0.000032,0.000013,0.000017,0.000007
1000,0.005836,0.002809,0.000105,0.00154,0.000085
10000,0.6699,0.293067,0.00124,0.143209,0.001171
100000,58.637881,15.787268,0.016777,14.970735,0.014044
1000000,5576.333656,1297.859803,0.193326,1445.532158,0.173277
10000000,,,,,1.931376
