input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000047,0.000023,0.00001,0.000017,0.000008
1000,0.006814,0.001525,0.0001,0.001587,0.000102
10000,0.508017,0.139109,0.001278,0.154516,0.001284
100000,56.817673,14.377082,0.015095,14.611856,0.015879
1000000,5000,1411.625784,0.18116,1432.702402,0.200655
10000000,,,,,2.192459
